ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	ensembl
160877_at	3.4573329832461592	5.732701580101661	22.169206477427476	6.214242169895794e-12	5.173563747843911e-9	17.744459632794115	ENSMUSG00000021390.1
93866_s_at	3.4187686481151207	6.214619911863068	6.305981265867904	2.3911457889875947e-5	3.5379891721418346e-4	2.47765708798803	ENSMUSG00000030218
92559_at	3.372126241752868	5.36444729658316	9.085623550133807	4.345523456402339e-7	1.6697506745708434e-5	6.6302702278130425	ENSMUSG00000027962.1
102990_at	3.359960666615901	4.548075045089133	25.12587892713405	1.2089747006879771e-12	1.8999907544826133e-9	19.241496761905587	ENSMUSG00000026043
162362_f_at	3.3584481839062894	4.688441033103285	6.840652286100403	1.02530889205835e-5	1.8449650495712787e-4	3.3552461885592386	ENSMUSG00000028364
94930_at	3.3583978084004142	5.212210289897753	33.14414886639419	3.149534479461385e-14	2.5524497246472076e-10	22.352424356696993	ENSMUSG00000023885
100308_at	3.325520002711656	7.010825019494394	14.622658312666607	1.3117920920440891e-9	2.4090675949186155e-7	12.55289428313857	ENSMUSG00000068196
101993_at	3.3048667835504313	6.8764591197310345	5.841750023635552	5.1494566579288435e-5	6.335607363962107e-4	1.6836365667985618	ENSMUSG00000028364.1
97197_r_at	3.30243990413815	7.061928366492424	9.643361430849266	2.1626842918235797e-7	9.82094597683377e-6	7.350890546587069	ENSMUSG00000105987
96049_at	3.277469181032208	8.47708687399396	7.040866372722048	7.541250536973248e-6	1.471486511026905e-4	3.6737657497176226	ENSMUSG00000031375
98623_g_at	3.2747097539466736	9.760291333317104	7.8644576766316145	2.250250583565e-6	5.878897340493665e-5	4.92769839544453	ENSMUSG00000048583
100006_at	3.263672457273862	4.457135479497006	12.85773968885123	6.580373707809425e-9	7.14571364027166e-7	10.927173339546783	ENSMUSG00000031673
103812_at	3.24089491347939	5.07717981400596	8.446287680887707	1.0065715492746814e-6	3.214850513386757e-5	5.761196812639499	ENSMUSG00000056025
101499_at	3.2192143212956177	7.478302765087363	6.779006624146664	1.1282312008706792e-5	1.992836101339893e-4	3.2560722792048313	ENSMUSG00000030890
104735_at	3.203504848797925	5.437870101356481	7.334755632338398	4.849992343816875e-6	1.0551690660206471e-4	4.131497435652086	NA.2
98501_at	3.1965273397633913	6.180796276921966	10.225674645009379	1.0779552059266153e-7	5.499429367238134e-6	8.068391434587241	ENSMUSG00000026069
102384_at	3.191434037780418	3.717089338292239	21.272352522738245	1.0641213996855828e-11	6.994077915407136e-9	17.24147003101944	ENSMUSG00000024921
95016_at	3.1896040216414985	6.027806826454936	8.014772474981024	1.8210044981052434e-6	5.031129241667761e-5	5.14706330560232	ENSMUSG00000025810.1
92564_at	3.1781065617265236	5.62859744035276	6.974809518308814	8.340754313042107e-6	1.597535887442789e-4	3.569279368905036	ENSMUSG00000026305
99082_at	3.173201739299061	7.280848535916688	8.920450891771125	5.375915815575908e-7	2.0100130749973634e-5	6.410266756061192	ENSMUSG00000001555
160065_s_at	3.144827950604597	8.513606480666281	6.414639697021581	2.0067765136240024e-5	3.082487712439919e-4	2.6592035888316374	ENSMUSG00000026421
99108_s_at	3.100576100543453	4.621287862753644	10.240986680529058	1.058846429229329e-7	5.476609928502037e-6	8.086798871885831	ENSMUSG00000055737
101130_at	3.087815212301079	7.4962139344281375	10.843499909678089	5.3244950641568776e-8	3.5368241681484618e-6	8.793289456229129	ENSMUSG00000029661
97255_at	3.0804538343801626	5.057382161933152	8.196669454714003	1.4146085480790592e-6	4.098754419584986e-5	5.408731442387911	ENSMUSG00000002107
99435_at	3.0737214857546826	4.772816194476014	19.993954984675703	2.380164351721327e-11	1.1452787033854262e-8	16.479528510992882	ENSMUSG00000027208
96939_at	3.047691861752784	6.572228563894452	7.05969583652631	7.328493225642065e-6	1.4367068037962028e-4	3.7034411673001806	ENSMUSG00000067818
95313_at	3.0470062195696297	6.461811438906658	8.31829419068104	1.1973966419059491e-6	3.594492611567667e-5	5.581415242524464	ENSMUSG00000048376
102798_at	3.0352330086736776	6.322446169949181	20.425308666967886	1.8044396284097153e-11	9.408265534897373e-9	16.742816267651225	ENSMUSG00000030790
92608_at	3.012490035333119	8.29285442523663	7.039457437106745	7.557430668568857e-6	1.472343123074694e-4	3.671543322778213	ENSMUSG00000026421.1
96738_at	3.0069041103064453	6.481987187816622	6.702915679481788	1.2705201615782633e-5	2.1914717925123413e-4	3.132940031776183	ENSMUSG00000031555
98500_at	2.9852727346961494	4.738385187024921	9.518101201777643	2.5227592906984436e-7	1.1105553013226869e-5	7.191973069257944	ENSMUSG00000026069.1
99513_at	2.9691626420320167	5.0779078438623415	6.649680939077104	1.3812486021737365e-5	2.3372672823774554e-4	3.046320724409423	ENSMUSG00000056220
104761_at	2.967117392804398	4.916661799735045	8.870958093664644	5.733070926851058e-7	2.0752054995511892e-5	6.3437403910409245	ENSMUSG00000029338
93690_at	2.96643616581653	6.328576869773172	12.668139957001719	7.913879708023669e-9	8.167647090396659e-7	10.739910241660024	ENSMUSG00000020176
102710_at	2.960262905772055	5.443276971753965	6.832986794766814	1.0375487923863076e-5	1.8562907334269643e-4	3.342942491764651	ENSMUSG00000026786
93574_at	2.9552496121026515	5.644535830232128	14.703958890002863	1.223020113893321e-9	2.3039260043240203e-7	12.623041055374081	ENSMUSG00000000753
97474_r_at	2.931257245341939	3.6337267458435027	14.182995463872599	1.9279092824799275e-9	3.1267183272219917e-7	12.166660068412863	ENSMUSG00000029838
100136_at	2.902799243885065	6.440045751727805	7.589921994458078	3.3357252751741724e-6	8.026307752673423e-5	4.519601820763221	ENSMUSG00000016534
98331_at	2.9020735121401753	7.7391881974677155	22.638115787177522	4.729357986566576e-12	4.543094041249493e-9	17.997800546439343	ENSMUSG00000026043.1
104697_at	2.8999552831255855	4.826370803993086	13.454511666831554	3.7368097279430896e-9	4.810853596139516e-7	11.499920913016204	ENSMUSG00000046768
102255_at	2.8537199869374756	5.204763992024509	15.358524747808428	7.043063740845633e-10	1.5832559071374094e-7	13.173905415678838	ENSMUSG00000022146
99057_at	2.8317202501176073	8.32216453151162	7.378543908661347	4.545606782545316e-6	1.0064811613550693e-4	4.198709301546534	ENSMUSG00000032011
104725_at	2.8238158140234617	6.773338933079401	6.515975188071639	1.706692537639134e-5	2.728959847636044e-4	2.8270415402113667	ENSMUSG00000024143
95024_at	2.8215872605526	6.022258882769318	8.853150709665433	5.867675426499915e-7	2.0995854076255284e-5	6.319735663259168	ENSMUSG00000030107
103314_at	2.8191300934650148	4.68226950202882	11.86162657140052	1.782949356561282e-8	1.5903908260526637e-6	9.913012070894126	ENSMUSG00000021725
93981_at	2.8059221962130714	6.928018782523187	10.478409086059564	8.045473308218828e-8	4.623827030825107e-6	8.369302850398011	ENSMUSG00000031538
101503_at	2.799928016578842	7.233346412599223	5.842934455390785	5.139191884046432e-5	6.335607363962107e-4	1.6857001189023801	ENSMUSG00000024501
100112_at	2.791527504909687	6.901457370457079	20.43882254635603	1.7890123415776347e-11	9.408265534897373e-9	16.75096049514972	ENSMUSG00000061353.1
160261_i_at	2.785602886549574	7.662186398626839	8.361570002211883	1.1289015864027279e-6	3.45937810351581e-5	5.642422991027422	ENSMUSG00000021959
94224_s_at	2.7844179169515533	6.368747484683655	12.781144696386828	7.087650378204723e-9	7.565006660087229e-7	10.851837634179446	NA.3
102751_at	2.7737541794874705	7.42053949693717	13.612035668266468	3.2300943800606675e-9	4.4326833646371006e-7	11.647029596560603	ENSMUSG00000021253
102644_at	2.7737461030682686	6.665460010498814	9.533236127443754	2.476047482195973e-7	1.0964851403426707e-5	7.211263145681782	ENSMUSG00000041390
96038_at	2.757040081955366	6.568642913634675	8.403744724076994	1.0661403214917972e-6	3.353642401710217e-5	5.701660046393304	ENSMUSG00000021876
98822_at	2.747811844741526	7.8814866663296	14.395282792945265	1.5987463163332966e-9	2.772936666440307e-7	12.354617796682266	ENSMUSG00000035692
101465_at	2.743355956493547	5.3754044467348265	8.9063907124012	5.474907421347098e-7	2.0288024889549724e-5	6.391396096018694	ENSMUSG00000026104
104116_at	2.7322793119676847	5.418552258234948	16.13204870887177	3.7680154156353996e-10	1.094301779312904e-7	13.794617690353693	ENSMUSG00000047963
97360_at	2.7275594462089403	6.045528709716849	9.15712598806405	3.966644814963233e-7	1.552835750760528e-5	6.7245569413568465	ENSMUSG00000031875
93691_s_at	2.727320650051621	7.178067190112333	10.047168332900393	1.3299609284498297e-7	6.538800029323414e-6	7.852089924481046	ENSMUSG00000020176.1
104523_at	2.7240134603423884	5.505983532544741	12.211601265991648	1.2463704105544386e-8	1.188143029542277e-6	10.278014142852673	ENSMUSG00000054720
101876_s_at	2.7166028351379303	6.579109216438154	10.444551149316325	8.364300854098926e-8	4.682641312883931e-6	8.329347878602604	NA.4
101080_at	2.694829923514754	6.813698601509289	14.989402729859398	9.588831848585485e-10	1.900719557541834e-7	12.866264240590844	ENSMUSG00000026837
97942_g_at	2.6728933887132227	5.524777696172432	7.835985396001913	2.3430156330036745e-6	6.04536760846072e-5	4.885824167048941	ENSMUSG00000067276
104647_at	2.67061758667682	5.080699113549351	6.590648063197612	1.5160360766778787e-5	2.5074694474905464e-4	2.949810372240073	ENSMUSG00000032487
99107_at	2.6394383206329053	5.880688977641746	14.32595172083173	1.699089401087429e-9	2.8290971254373083e-7	12.293537175714043	ENSMUSG00000055737.1
103611_at	2.6150979349978236	5.922637736047007	10.7291533369413	6.051977559809595e-8	3.8364008003503665e-6	8.661829747475807	ENSMUSG00000055447
95543_at	2.6140763598288936	7.827592277787802	6.526629271851754	1.6780117520135095e-5	2.6899885441777547e-4	2.8446049340311426	NA.5
96065_at	2.602658195282082	4.973062573308887	9.316599538575092	3.242538931328761e-7	1.3104474490107953e-5	6.932805930753014	ENSMUSG00000047557
98465_f_at	2.5924011738800647	5.021220667742807	16.827982924286193	2.196045595947761e-10	7.0318506159476e-8	14.326995174090712	ENSMUSG00000073489
96736_at	2.587704391604177	8.20535471410476	7.402945413663452	4.384816565083465e-6	9.861248141951436e-5	4.236053588681269	ENSMUSG00000033306
96354_at	2.569222569109739	6.865914947534311	14.13849007181003	2.005712943626944e-9	3.1309179050016596e-7	12.126901657652144	ENSMUSG00000027763
104004_at	2.560431256872607	5.755629913265328	10.87824230963257	5.122400673144814e-8	3.457758897634186e-6	8.832994378829767	ENSMUSG00000034109
101930_at	2.532683269221149	6.15977489718116	15.433882737838665	6.618511397956402e-10	1.5305920432903621e-7	13.235781533743964	ENSMUSG00000001911
98850_at	2.5323453751447182	4.728799027397463	10.865696567024965	5.1944179394888586e-8	3.487521033781552e-6	8.818669306619949	ENSMUSG00000053626
99021_at	2.52393989118542	4.910804989552781	21.397993164405577	9.856198634107634e-12	6.838011585707563e-9	17.31344139440007	ENSMUSG00000026586
98988_at	2.523319954297148	5.996827352117718	14.149685781553284	1.9858295080342343e-9	3.1309179050016596e-7	12.136914865991436	ENSMUSG00000035356
101900_at	2.517509955418242	6.527177932663942	10.33310885975709	9.512455005327462e-8	5.073639830684305e-6	8.197060522540133	ENSMUSG00000073802
101979_at	2.514105115791084	7.11330227855841	11.198601455106969	3.6019717565578305e-8	2.6934984009517477e-6	9.194002543729066	ENSMUSG00000021453
93507_at	2.5063097024617766	6.827506453765608	9.005304096973154	4.817512908059505e-7	1.8286048995698206e-5	6.5236733467613295	ENSMUSG00000017466
160367_at	2.505980929362509	6.717618423391991	6.606802313539116	1.4778264268245374e-5	2.459912820908372e-4	2.9762680583108363	ENSMUSG00000021493
160894_at	2.499764622916584	7.325950485391142	11.303222063765539	3.216416578996561e-8	2.494820511708637e-6	9.309936627416075	ENSMUSG00000071637
94332_at	2.49566767012547	4.0411102980465206	17.785266788405977	1.0795328007778715e-10	4.0852138230648665e-8	15.022033672164437	ENSMUSG00000032035
92441_at	2.4815710820803547	4.413902634647297	19.991168850119774	2.3844687930830463e-11	1.1452787033854262e-8	16.47780666781309	ENSMUSG00000000392
95474_at	2.4720437397263666	9.647242820146666	7.563875302891623	3.4643362019686194e-6	8.256227192783229e-5	4.480376933820752	ENSMUSG00000048376.1
161984_f_at	2.471889767150385	5.796669980581522	8.67241056630881	7.440570631225762e-7	2.5506562282008795e-5	6.074017955898805	ENSMUSG00000026043.2
92378_at	2.4657631671993467	5.0467836329224935	14.582177720823445	1.3585430984981236e-9	2.4587661179774735e-7	12.517821130338387	ENSMUSG00000068748
93026_at	2.4438138599350125	5.001573063575057	9.87880454006288	1.6257857594038488e-7	7.719700594462078e-6	7.645151675919131	ENSMUSG00000008540
160298_at	2.4321260097831146	3.766122033876424	10.221421702078594	1.083327694058761e-7	5.499429367238134e-6	8.063274656063165	ENSMUSG00000022665
104093_at	2.421966297834233	6.715653498266045	11.182535330933831	3.665423956220384e-8	2.7246318074571517e-6	9.176114548498106	ENSMUSG00000018819
99942_s_at	2.396183970711826	7.275555055377964	5.816745601225024	5.371250034449069e-5	6.552837889494947e-4	1.6400284762218735	ENSMUSG00000001349
104169_at	2.3769102163880884	5.464674474427863	6.447246129922611	1.9045750421261207e-5	2.9582503888148006e-4	2.713363424147916	ENSMUSG00000032368
98108_at	2.3692368904911705	7.433272501264822	8.573257790116859	8.488843098002023e-7	2.782379858473734e-5	5.937595874407391	ENSMUSG00000032291
100507_at	2.3632294293303806	5.934337576489974	13.852878771268369	2.592291371156563e-9	3.720980993448639e-7	11.868778554407534	ENSMUSG00000037362
94833_at	2.349539103038854	7.8409437004687526	7.571148445987324	3.4279033871429795e-6	8.185020554233562e-5	4.491338795165088	ENSMUSG00000022816
102725_at	2.341000079258583	4.832020445049915	18.72311199413204	5.567037973040919e-11	2.397281731287414e-8	15.664397453238653	ENSMUSG00000027827
102767_at	2.3340935418440196	7.6211646456565	10.038430001158865	1.3438097357969153e-7	6.58097881593407e-6	7.841419939420476	ENSMUSG00000036402
101450_at	2.3275244513615405	8.429934800025592	11.685232034320123	2.1427706307485884e-8	1.8080351105938088e-6	9.725312163352243	ENSMUSG00000014599
93102_f_at	2.3231805461746866	8.973209306585318	8.855825132452354	5.847247099194216e-7	2.0995854076255284e-5	6.32334316724128	ENSMUSG00000059430
94991_at	2.3181065655838697	5.112470079360493	14.224646756883539	1.8580158121502789e-9	3.053013350280616e-7	12.203757075243729	ENSMUSG00000043079
102887_at	2.2969427086904286	5.29206042765946	17.5102757389695	1.318963290829189e-10	4.575337104409699e-8	14.826601428023775	ENSMUSG00000063727
96713_at	2.2884660915262227	4.087674222606574	15.246283272035507	7.730371602594698e-10	1.636218314800044e-7	13.081164814572887	ENSMUSG00000024899
104601_at	2.2749363187723928	4.996288655619353	7.4475620098759014	4.1061870797672035e-6	9.323284409478698e-5	4.304131729234472	ENSMUSG00000074743
92731_at	2.269731167355692	4.988491693338891	18.604666339150597	6.042270154927542e-11	2.456387029871384e-8	15.585262209309604	ENSMUSG00000027832
100277_at	2.2686469342994453	6.62492991408199	8.339916300254814	1.1626386620201163e-6	3.524036798860974e-5	5.611925289170436	ENSMUSG00000041324
102280_at	2.268225824458667	5.022544306136934	7.784136562699974	2.5225143830807313e-6	6.376752958686674e-5	4.809304193477656	ENSMUSG00000029108
160118_at	2.265587432191957	8.707921578552474	10.856727645495647	5.246564793067666e-8	3.503695247905295e-6	8.808419568447249	ENSMUSG00000000957
96912_s_at	2.236296124851198	6.015973991251606	8.272598575536943	1.2745349269203651e-6	3.771656911701782e-5	5.516748660544973	NA.6
98817_at	2.235035541795966	6.8294318481530825	6.279853214228729	2.4946644590136043e-5	3.652212164614524e-4	2.43375840459427	ENSMUSG00000021765
95885_at	2.228125189775433	5.734885759936949	11.436837155433583	2.7868929445424313e-8	2.28965257180565e-6	9.45662701019199	ENSMUSG00000019975
95062_at	2.220404966776103	6.188474511761778	12.145741201096211	1.3323510984904381e-8	1.2510075577404954e-6	10.21006474224637	ENSMUSG00000021585
100120_at	2.200054140800286	5.2542431154086815	5.982685171823991	4.066716612520236e-5	5.311329689444608e-4	1.9278304417064476	ENSMUSG00000005397
101082_at	2.1969757370922673	7.1968056347550595	8.578423367123651	8.430525880669327e-7	2.7815033554239987e-5	5.944731751205749	ENSMUSG00000032418
102769_f_at	2.194179030336711	4.882385225162292	8.525510747284182	9.048626530633698e-7	2.93482687804074e-5	5.871486734944643	ENSMUSG00000032018
94383_at	2.1889633417352696	5.175929762642602	15.809155644547845	4.8757665058077e-10	1.2955015345643947e-7	13.53935019632544	ENSMUSG00000029664
102197_at	2.1877509731336637	4.711977552300555	13.25992587121427	4.483056603430624e-9	5.488667731729573e-7	11.315887103300902	ENSMUSG00000030659
92555_at	2.151322904105397	6.847257824974428	6.093882189156156	3.382250372404345e-5	4.636393265706417e-4	2.118571495770274	ENSMUSG00000067377
103459_at	2.145385314514069	7.386904245795324	10.329927005087505	9.547608585928985e-8	5.073639830684305e-6	8.193265906953908	ENSMUSG00000024270
94060_at	2.144434906424099	8.127799590993865	14.089381333514881	2.095480834301919e-9	3.230662303550909e-7	12.082887064876402	ENSMUSG00000001098
160715_at	2.139895712385444	5.57414685114133	9.495854955025472	2.5931300915654156e-7	1.1244100202593372e-5	7.1635749592596145	ENSMUSG00000037788
100981_at	2.139185484606762	4.818936228465807	13.913411781369335	2.4541578515222624e-9	3.64851467259643e-7	11.923919839908805	ENSMUSG00000034459
98818_at	2.1388183200939936	4.4150712940819545	10.543353307407537	7.469622885688871e-8	4.434385159721583e-6	8.44563672930493	ENSMUSG00000024431
101095_at	2.136010424779334	6.413971989055147	13.005853756133304	5.706251312270033e-9	6.419789764651187e-7	11.071655204299361	ENSMUSG00000060572
99390_at	2.1302189929896524	6.138798186153632	11.419564000092173	2.8387949349970065e-8	2.3020046200157544e-6	9.437749505352741	ENSMUSG00000021994
94043_at	2.1275214804222253	7.997960221040833	6.44825207103468	1.901510593435261e-5	2.957168653900316e-4	2.7150319685736015	ENSMUSG00000019087
97947_at	2.1207794531319237	7.599770278278381	7.671229875284925	2.9657767371883067e-6	7.290673207481805e-5	4.641479173240985	ENSMUSG00000054693
99624_at	2.1147328145843876	7.851059061202541	7.6080137648478905	3.2493757638501996e-6	7.863993127705678e-5	4.546794993245198	ENSMUSG00000036275
103430_at	2.113947113370857	5.188150906870536	9.89316554429912	1.5980057432957245e-7	7.645937058343682e-6	7.662915274395003	ENSMUSG00000034675
92560_g_at	2.1122045683817996	6.944926497561605	12.611760378469326	8.364077487491323e-9	8.491918671852979e-7	10.683716992151606	ENSMUSG00000027962.2
98028_at	2.104915204546179	5.948685662167472	11.74947004613584	2.003482007326776e-8	1.725481607413571e-6	9.793962047584035	ENSMUSG00000035799
98535_at	2.102187712639882	7.003053574136461	7.078835776309502	7.118717636530229e-6	1.404672786911043e-4	3.7335567278385486	ENSMUSG00000000326
98504_at	2.09465407799399	7.714541125888322	5.781296989931407	5.703005353259704e-5	6.867153561954043e-4	1.5780596771490067	ENSMUSG00000020580
160859_s_at	2.077243812369005	5.599015026925643	17.182200709073562	1.681459345490621e-10	5.675152515266722e-8	14.58903735744003	ENSMUSG00000008575
93327_at	2.0755692737752547	8.282077510836178	10.68649081837207	6.349963533427493e-8	3.984841437459424e-6	8.612473479441153	ENSMUSG00000040158
101469_at	2.0714241758780076	5.375779499647968	15.813833848230194	4.857429116194808e-10	1.2955015345643947e-7	13.54308726849791	ENSMUSG00000021365
103446_at	2.0712110719135186	5.381028893456211	13.201970832696997	4.73500192277564e-9	5.685644616502134e-7	11.260572989007642	ENSMUSG00000026896
104597_at	2.067000281685978	5.8481441131780185	7.8882219357244425	2.175806203012344e-6	5.7323771863329437e-5	4.962569545031837	ENSMUSG00000028270
104579_r_at	2.066103506050716	8.58236419502036	6.118049889567551	3.25019123530473e-5	4.484904767567455e-4	2.159801745843824	ENSMUSG00000015143
93874_s_at	2.0633969422225604	6.345392536858901	12.761870119707472	7.2217817072395525e-9	7.642848301695554e-7	10.832812869822025	NA.7
96207_at	2.0606311411122693	7.632962743915751	5.995151707937412	3.983212492739659e-5	5.225037564005553e-4	1.9492996044782611	ENSMUSG00000026970
96603_at	2.0519720364392597	6.616257011088197	7.923382255451985	2.0704143924991436e-6	5.536474289834969e-5	5.0140315511876725	ENSMUSG00000033684
160613_at	2.0481910728632844	7.599434045701025	7.951220128839526	1.9908144036314774e-6	5.3862073626322805e-5	5.054665150677568	ENSMUSG00000028776
93853_at	2.047006642897691	6.470919471822002	21.398359948151512	9.854000020773356e-12	6.838011585707563e-9	17.313650767069234	ENSMUSG00000028035
100986_at	2.044081420640471	7.709069726078575	7.994712382721902	1.8728810225481426e-6	5.140338068039825e-5	5.117953003348571	ENSMUSG00000008136
97885_at	2.0372558729533345	8.159680884665466	15.843747205212445	4.741908604376208e-10	1.2955015345643947e-7	13.566955715648124	ENSMUSG00000029810
162459_f_at	2.0369544134057325	5.143034577589895	13.948692210386543	2.3772999184415894e-9	3.57683390138537e-7	11.955949346571714	ENSMUSG00000001119
94963_at	2.029151987049822	9.185578076929659	6.893703581626888	9.446687533648572e-6	1.737411397941139e-4	3.4401772922094516	ENSMUSG00000021823
99175_at	2.0259045268236244	7.441037392307176	7.616220774785257	3.210988432781277e-6	7.78617932981992e-5	4.559116646979421	ENSMUSG00000038607
160806_at	2.0215163178653306	6.06663123228098	9.406277142217352	2.8983635899684457e-7	1.2114512099451013e-5	7.048688713663946	ENSMUSG00000027030
104746_at	2.020001770566915	5.434047722785611	8.848291931192115	5.904983154361991e-7	2.100895431101782e-5	6.3131795970076805	ENSMUSG00000002732
102328_at	2.018441546578872	5.463683835556615	13.474976448215347	3.6664245592871828e-9	4.810853596139516e-7	11.51912655288422	ENSMUSG00000026029
98931_at	2.017271732399064	7.058240992849546	9.263418823991465	3.46698152894421e-7	1.3876815812004904e-5	6.863670833990044	ENSMUSG00000034707
94289_r_at	2.0161698296037454	8.000294695490027	7.99592203785179	1.8697087924861685e-6	5.140338068039825e-5	5.119709832601162	ENSMUSG00000025268
95288_i_at	2.015731067319691	5.500015823600209	7.60400229192813	3.2683155557706597e-6	7.894530882101354e-5	4.540769151006593	ENSMUSG00000032740
99552_at	2.0152220886496846	8.692294027774896	10.185036115056372	1.1304753078836225e-7	5.7092139580653235e-6	8.019425906860151	ENSMUSG00000022676
99042_s_at	2.008654163061797	5.893203922161814	9.646753653625469	2.153729283222077e-7	9.815974922947919e-6	7.355171205280371	ENSMUSG00000027833
93865_s_at	2.0080731519010975	7.216549603100773	9.461451803074764	2.706102546490646e-7	1.1573222123484652e-5	7.119553869793968	NA.8
94258_at	2.0067573247690618	8.76415552600413	5.933780869354893	4.412464284631315e-5	5.645784219925806e-4	1.843403970176933	ENSMUSG00000030220
98945_at	2.0035735509253882	6.343664551538055	7.2208474545503325	5.747332737127824e-6	1.203517933656718e-4	3.9554608683033106	ENSMUSG00000037062
96117_r_at	1.994336266565636	7.892871656618642	6.953516249793965	8.617179919433543e-6	1.6354307421563235e-4	3.5354720956103183	ENSMUSG00000019188
94811_s_at	1.9881418229662788	7.963243253146194	8.75737194143706	6.651667194671195e-7	2.3267792696653746e-5	6.189996398056694	ENSMUSG00000033585
102414_i_at	1.9848431471337236	6.718859055220479	5.990256809281291	4.015783023319747e-5	5.262234878826548e-4	1.9408724362675507	ENSMUSG00000022136
93842_at	1.9833054221669268	8.746437592678896	5.969777748765044	4.1551136317057606e-5	5.371538202147158e-4	1.9055794889295186	ENSMUSG00000039168
160867_at	1.9832627240917375	5.468176067447216	12.622226185245356	8.278480856842708e-9	8.473907290184568e-7	10.69416598790023	ENSMUSG00000024620
103975_at	1.981517880592997	5.672247744446103	10.235480483070264	1.0656760190791119e-7	5.476609928502037e-6	8.08018221779364	ENSMUSG00000050069
103504_at	1.9779233250081694	7.315341697548763	6.227356094973033	2.717176820985309e-5	3.8868389622525245e-4	2.345270240828908	ENSMUSG00000003992
100354_at	1.974311154062292	4.322647796754327	13.044980405197718	5.496683387746797e-9	6.240234740562e-7	11.109561466168444	ENSMUSG00000027868
100068_at	1.972901706137212	4.045478648568381	16.173220036096776	3.647432081716456e-10	1.094301779312904e-7	13.826781699067936	ENSMUSG00000053279
93421_at	1.9704795579954126	5.494762313223621	9.20388122198138	3.7380152859894103e-7	1.4790064332835875e-5	6.785903090034822	ENSMUSG00000028926
93214_at	1.9645051607421582	4.28563275718161	9.587209412266402	2.3168232645892985e-7	1.0400884976656407e-5	7.279855986226723	ENSMUSG00000053819
101913_at	1.9635050792174518	7.015372469219617	7.1503878619909536	6.389019296152154e-6	1.2973345198430584e-4	3.84570158879602	ENSMUSG00000004317
96156_at	1.958242281870744	8.546199973398387	5.996151478431362	3.976594234564983e-5	5.221841093716878e-4	1.9510204265446518	ENSMUSG00000098234
160353_i_at	1.9526187205930121	5.6349211565464605	7.3409201312990175	4.805867497958266e-6	1.0492250579458537e-4	4.140974893942625	ENSMUSG00000016528
95571_at	1.9515674887094585	5.808318301331493	6.888063989411613	9.529138118468629e-6	1.7474284408727786e-4	3.431167000879757	ENSMUSG00000005802
103052_r_at	1.9512421064111987	5.808256661640248	9.172537184489816	3.8896837460910224e-7	1.5323145306367408e-5	6.744804302680372	ENSMUSG00000030551
101840_at	1.950781003211464	6.753070530343361	13.701160490387753	2.976405392377694e-9	4.1763315213497355e-7	11.729531257468448	ENSMUSG00000020122
92502_at	1.9290495552846352	4.856059842977217	11.253006843093036	3.3956644428927323e-8	2.570003488657239e-6	9.254409971516363	ENSMUSG00000019817
101178_at	1.9279532108807222	5.18927529217682	12.02137389147224	1.5124853788772722e-8	1.3866420844376352e-6	10.08082398023453	ENSMUSG00000028780
100970_at	1.926637844566673	7.506180635212507	8.768372967473663	6.5562101028238e-7	2.2998301057321243e-5	6.2049520768658635	ENSMUSG00000001729
93043_at	1.918738248765635	8.826035971011034	9.782744135359966	1.8253587560083256e-7	8.634500054936353e-6	7.525787241476809	ENSMUSG00000032336
95020_at	1.9147901720523084	5.532672230273788	12.09609580960241	1.401346056599526e-8	1.2962970040603616e-6	10.158620117120037	ENSMUSG00000055447.1
93353_at	1.9128003761217443	5.682179972511012	6.9580460214708655	8.557575186653746e-6	1.6265905468939418e-4	3.5426691691847	ENSMUSG00000036446
92472_f_at	1.9113726588368047	5.98885616780006	13.887088249292178	2.5132338288996433e-9	3.6761865556108796e-7	11.899969926307268	ENSMUSG00000072620
160775_at	1.9080249064003443	9.091490870439008	8.150410618750582	1.507884273745563e-6	4.3090294760948725e-5	5.342575339699522	NA.9
101430_at	1.9071125511358993	8.454616972485441	8.220963876522063	1.3680922038105943e-6	3.991760617099697e-5	5.443369884993649	ENSMUSG00000076431
98508_s_at	1.8996285570367935	7.755400304099727	8.045647864556136	1.7441157735908772e-6	4.883524166054456e-5	5.191769658057815	ENSMUSG00000021759
96791_at	1.8964792035116025	7.3955888642209295	13.711620289972473	2.9480600211339045e-9	4.1763315213497355e-7	11.739179475468866	ENSMUSG00000020846
93852_at	1.890244664142548	6.42738956595016	5.982161917198042	4.070261461241584e-5	5.311329689444608e-4	1.9269288547701269	ENSMUSG00000030557
103899_at	1.8791530418436446	6.6378295562255785	7.103053292160456	6.862346417130073e-6	1.3711517129139257e-4	3.7715905968325263	ENSMUSG00000031441
99491_at	1.8760112485908493	7.3874580164223875	10.179910242600977	1.1372911355923271e-7	5.7092139580653235e-6	8.013238168318203	ENSMUSG00000022969
95117_at	1.87506528172921	7.923324333805954	6.393791430868722	2.075137988351111e-5	3.1564340071289494e-4	2.624497102735578	ENSMUSG00000023830
104602_at	1.8716475554835732	5.129418016955388	7.913144993397858	2.1005298840474567e-6	5.605003673500992e-5	4.999064064391055	ENSMUSG00000075284
103412_at	1.8644133472576847	6.28702716736858	7.215280154006819	5.795465020709676e-6	1.2082431916297568e-4	3.9468125779406122	ENSMUSG00000037736
